zap_motif_positions,accession_id
MZ325444.1,"[7, 9, 76, 77, 95, 246, 381, 383, 384, 391, 393, 394, 395, 411, 412, 413, 444, 478, 511, 512, 512, 516, 534, 535, 536, 537, 552, 672, 723, 751, 752, 754, 766, 767, 768, 790, 794, 809, 810, 811, 986, 1377, 1401, 1475, 1548, 1549, 1877, 1879, 1880, 1973, 1974, 1975, 1976, 1977, 2132, 2133, 2135, 2173, 2272, 2460, 2461, 2530, 2532, 2533, 2615, 2617, 2617, 2628, 2630, 2670, 2766, 2767, 2768, 2769, 2770, 2804, 2807, 3309, 3311, 3623, 3625, 3673, 3777, 3778, 3779, 3875, 4123, 4124, 4214, 4254, 4255, 4312, 4316, 4364, 4640, 4643, 4662, 4664, 4787, 4789, 4790, 4809, 4812, 4816, 4824, 4945, 4948, 4983, 5161, 5162, 5373, 5376, 5379, 5501, 5502, 5503, 5504, 5709, 5710, 5711, 5723, 5725, 5751, 5755, 5856, 5870, 5871, 5922, 6016, 6020, 6027, 6029, 6056, 6057, 6222, 6223, 6268, 6269, 6270, 6408, 6415, 6423, 6493, 6597, 6599, 6699, 6700, 6895, 6902, 6903, 6911, 6914, 6977, 6996, 6998, 6999, 7015, 7016, 7018, 7033, 7047, 7129, 7130, 7132, 7144, 7145, 7306, 7307, 7309, 7310, 7374, 7382, 7385, 7448, 7449, 7451, 7478, 7626, 7629, 7643, 7740, 7801, 7943, 8039, 8040, 8079, 8150, 8151, 8152, 8177, 8221, 8224, 8458, 8460, 8534, 8537, 8583, 8747, 8798, 8800, 8801, 8802, 9073, 9075, 9204, 9241, 9242, 9244, 9284, 9313, 9315, 9358, 9360, 9361, 9540, 9541]"
MZ325443.1,"[7, 9, 76, 77, 95, 246, 381, 383, 384, 391, 393, 394, 395, 411, 412, 413, 444, 478, 511, 512, 512, 516, 534, 535, 536, 537, 552, 672, 723, 751, 752, 754, 766, 767, 768, 790, 794, 809, 810, 811, 986, 1377, 1401, 1475, 1548, 1549, 1877, 1879, 1880, 1973, 1974, 1975, 1976, 1977, 2132, 2133, 2135, 2173, 2272, 2460, 2461, 2530, 2532, 2533, 2615, 2617, 2617, 2628, 2630, 2670, 2766, 2767, 2768, 2769, 2770, 2804, 2807, 3309, 3311, 3623, 3625, 3673, 3777, 3778, 3779, 3875, 4123, 4124, 4214, 4254, 4255, 4312, 4316, 4364, 4640, 4643, 4662, 4664, 4787, 4789, 4790, 4809, 4812, 4816, 4824, 4945, 4948, 4983, 5161, 5162, 5373, 5376, 5379, 5501, 5502, 5503, 5504, 5709, 5710, 5711, 5723, 5725, 5751, 5755, 5856, 5870, 5871, 5922, 6016, 6020, 6027, 6029, 6056, 6057, 6222, 6223, 6268, 6269, 6270, 6408, 6415, 6423, 6493, 6597, 6599, 6699, 6700, 6895, 6902, 6903, 6911, 6914, 6977, 6996, 6998, 6999, 7015, 7016, 7018, 7033, 7047, 7129, 7130, 7132, 7144, 7145, 7306, 7307, 7309, 7310, 7374, 7382, 7385, 7448, 7449, 7451, 7478, 7626, 7629, 7643, 7740, 7801, 7943, 8039, 8040, 8079, 8150, 8151, 8152, 8177, 8221, 8224, 8458, 8460, 8534, 8537, 8583, 8747, 8798, 8800, 8801, 8802, 9073, 9075, 9204, 9241, 9242, 9244, 9284, 9313, 9315, 9358, 9360, 9361, 9551, 9552]"
LC368332.1,"[143, 279, 281, 282, 289, 291, 292, 293, 309, 310, 311, 342, 376, 395, 396, 410, 412, 434, 435, 448, 449, 450, 507, 510, 566, 570, 574, 621, 645, 649, 649, 650, 650, 664, 665, 667, 681, 692, 709, 709, 873, 977, 978, 980, 1004, 1006, 1027, 1089, 1118, 1126, 1128, 1128, 1129, 1217, 1218, 1218, 1219, 1219, 1363, 1366, 1373, 1373, 1374, 1446, 1500, 1503, 1607, 1608, 1704, 1705, 1706, 1707, 1708, 1725, 1793, 1794, 1818, 2166, 2169, 2177, 2322, 2413, 2463, 2464, 2507, 2510, 2632, 2634, 2635, 2672, 2684, 2687, 2709, 2835, 2836, 2908, 2911, 3000, 3003, 3054, 3106, 3130, 3200, 3210, 3212, 3248, 3249, 3250, 3277, 3278, 3310, 3319, 3320, 3321, 3375, 3376, 3440, 3445, 3483, 3484, 3638, 3658, 3659, 3659, 3660, 3660, 3755, 4003, 4004, 4005, 4007, 4135, 4152, 4154, 4250, 4259, 4470, 4492, 4494, 4516, 4517, 4520, 4527, 4566, 4613, 4614, 4615, 4669, 4670, 4671, 4672, 4691, 5115, 5119, 5177, 5193, 5194, 5221, 5221, 5223, 5240, 5243, 5303, 5304, 5395, 5513, 5514, 5554, 5612, 5690, 5691, 5692, 5702, 5703, 5704, 5705, 5720, 5721, 5732, 5736, 5741, 5795, 5805, 5807, 5909, 5910, 5911, 5936, 5946, 5947, 6034, 6036, 6087, 6088, 6090, 6103, 6105, 6228, 6232, 6295, 6354, 6453, 6454, 6457, 6534, 6535, 6537, 6605, 6699, 6700, 6701, 6727, 6728, 6729, 6733, 6734, 6741, 6743, 6744, 6782, 6785, 6897, 6899, 6899, 6901, 6940, 7009, 7010, 7012, 7093, 7094, 7095, 7126, 7129, 7319, 7352, 7353, 7355, 7369, 7370, 7443, 7448, 7478, 7506, 7511, 7512, 7532, 7533, 7534, 7535, 7764, 7811, 7832, 7833, 8018, 8019, 8020, 8041, 8043, 8044, 8045, 8325, 8326, 8328, 8335, 8337, 8339, 8399, 8402, 8403]"
LC368345.1,"[144, 280, 282, 283, 290, 292, 293, 294, 343, 411, 413, 435, 436, 567, 571, 575, 622, 650, 650, 651, 651, 665, 666, 667, 710, 710, 885, 997, 998, 999, 1000, 1013, 1016, 1031, 1033, 1231, 1232, 1321, 1364, 1367, 1369, 1374, 1374, 1401, 1608, 1609, 1726, 1730, 1858, 1861, 1863, 1865, 1918, 1951, 2407, 2408, 2411, 2413, 2414, 2465, 2469, 2508, 2511, 2523, 2587, 2588, 2604, 2606, 2672, 2688, 2788, 2790, 2791, 2837, 2959, 3014, 3136, 3137, 3205, 3269, 3272, 3272, 3299, 3334, 3336, 3337, 3338, 3376, 3377, 3379, 3424, 3426, 3427, 3457, 3481, 3485, 3504, 3554, 3568, 3578, 3579, 3580, 3581, 3659, 3660, 3660, 3727, 3729, 3775, 3779, 3882, 3883, 3884, 3885, 3949, 3951, 3952, 4093, 4095, 4155, 4240, 4241, 4260, 4262, 4450, 4452, 4521, 4522, 4545, 4552, 4554, 4556, 4567, 4614, 4615, 4616, 4648, 4650, 4651, 4670, 4671, 4690, 4692, 4826, 4828, 4830, 5178, 5194, 5195, 5222, 5241, 5244, 5257, 5405, 5422, 5426, 5462, 5466, 5493, 5494, 5514, 5515, 5721, 5722, 5733, 5734, 5808, 5842, 5848, 5910, 5911, 5912, 5937, 6044, 6045, 6336, 6338, 6376, 6407, 6452, 6453, 6454, 6469, 6480, 6535, 6536, 6538, 6606, 6637, 6662, 6728, 6729, 6730, 6783, 6867, 6868, 6898, 6900, 6928, 6929, 6931, 6941, 7094, 7095, 7096, 7180, 7181, 7263, 7290, 7300, 7302, 7303, 7308, 7311, 7349, 7353, 7353, 7354, 7378, 7381, 7436, 7473, 7504, 7507, 7667, 7682, 7684, 7759, 7809, 7830, 7831, 8016, 8018, 8039, 8042, 8043, 8090, 8250, 8251, 8317, 8324, 8326, 8341, 8394, 8397]"
KY883982.1,"[1, 70, 159, 160, 214, 215, 238, 374, 376, 384, 386, 387, 388, 417, 437, 471, 505, 507, 529, 530, 556, 557, 740, 744, 744, 745, 745, 759, 760, 783, 785, 787, 803, 804, 1062, 1063, 1064, 1104, 1205, 1208, 1384, 1386, 1438, 1438, 1439, 1468, 1522, 1627, 1702, 1703, 1768, 1772, 1869, 1870, 1871, 1934, 2026, 2035, 2037, 2038, 2262, 2264, 2381, 2383, 2429, 2456, 2457, 2517, 2519, 2520, 2565, 2571, 2575, 2576, 2611, 2614, 2657, 2675, 2678, 2855, 2856, 2931, 2932, 2934, 2937, 2943, 2963, 2982, 2984, 3296, 3298, 3299, 3311, 3375, 3378, 3378, 3405, 3440, 3442, 3443, 3444, 3482, 3483, 3485, 3586, 3587, 3591, 3660, 3671, 3684, 3685, 3686, 3745, 3765, 3766, 3766, 3881, 3988, 3989, 3990, 3991, 4055, 4057, 4058, 4110, 4111, 4114, 4241, 4242, 4259, 4261, 4346, 4347, 4366, 4368, 4409, 4558, 4627, 4628, 4651, 4673, 4720, 4721, 4722, 4754, 4756, 4757, 4776, 4777, 4796, 4798, 4932, 4936, 5196, 5199, 5201, 5226, 5284, 5300, 5301, 5328, 5347, 5348, 5350, 5410, 5411, 5528, 5532, 5568, 5572, 5599, 5600, 5620, 5621, 5808, 5809, 5810, 5811, 5812, 5827, 5831, 5894, 5948, 6003, 6005, 6007, 6016, 6016, 6017, 6043, 6150, 6151, 6152, 6273, 6345, 6346, 6348, 6402, 6575, 6586, 6743, 6781, 6830, 6834, 6889, 7004, 7006, 7034, 7035, 7037, 7047, 7115, 7116, 7117, 7119, 7150, 7151, 7369, 7406, 7408, 7409, 7414, 7414, 7427, 7430, 7455, 7459, 7459, 7460, 7461, 7477, 7484, 7487, 7517, 7541, 7542, 7579, 7610, 7613, 7628, 7629, 7638, 7639, 7773, 7788, 7790, 7865, 7868, 7907, 7936, 7937, 8011, 8012, 8122, 8123, 8124, 8145, 8147, 8148, 8149, 8196, 8357, 8423, 8430, 8439, 8441, 8443, 8450, 8500, 8503, 8555, 8702, 8704, 8705, 8717, 8719]"
LC209881.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 252, 253, 254, 255, 327, 330, 386, 390, 441, 469, 469, 470, 470, 484, 485, 487, 501, 512, 529, 529, 797, 798, 800, 814, 816, 817, 824, 826, 909, 936, 938, 948, 948, 949, 949, 1037, 1038, 1038, 1039, 1039, 1078, 1079, 1081, 1183, 1186, 1193, 1193, 1194, 1266, 1268, 1427, 1427, 1428, 1428, 1613, 1614, 1997, 2166, 2230, 2233, 2277, 2327, 2330, 2331, 2492, 2504, 2507, 2519, 2546, 2548, 2654, 2656, 2665, 2731, 2833, 2874, 2926, 2950, 2966, 3009, 3011, 3068, 3069, 3070, 3091, 3139, 3140, 3195, 3196, 3303, 3304, 3397, 3398, 3458, 3477, 3478, 3479, 3479, 3480, 3575, 3723, 3869, 3870, 3871, 3954, 3955, 3955, 3959, 3972, 3974, 4070, 4071, 4260, 4271, 4281, 4283, 4312, 4314, 4336, 4337, 4340, 4347, 4386, 4433, 4434, 4435, 4509, 4511, 4754, 4756, 4997, 5013, 5014, 5041, 5041, 5043, 5060, 5063, 5076, 5123, 5124, 5333, 5334, 5510, 5511, 5512, 5522, 5523, 5524, 5525, 5540, 5541, 5557, 5557, 5561, 5615, 5729, 5730, 5731, 5731, 5756, 5871, 5923, 5925, 6174, 6273, 6274, 6277, 6354, 6355, 6357, 6425, 6547, 6548, 6549, 6563, 6564, 6605, 6698, 6702, 6719, 6720, 6721, 6722, 6760, 6828, 6829, 6830, 6832, 6913, 6914, 6946, 7082, 7085, 7143, 7146, 7189, 7190, 7255, 7263, 7267, 7267, 7268, 7298, 7331, 7332, 7504, 7506, 7535, 7584, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 7926, 7927, 7929, 8146, 8148, 8155, 8157, 8159, 8219, 8222, 8223, 8257, 8271, 8304, 8305, 8418, 8420, 8421, 8568, 8570, 8572]"
KT983617.1,"[122, 258, 260, 261, 268, 270, 271, 272, 288, 289, 290, 321, 322, 374, 375, 389, 391, 413, 414, 545, 549, 553, 600, 624, 628, 628, 629, 629, 643, 644, 645, 688, 688, 863, 903, 930, 975, 976, 977, 978, 991, 994, 1009, 1011, 1095, 1097, 1209, 1210, 1236, 1237, 1237, 1238, 1238, 1342, 1345, 1352, 1353, 1370, 1425, 1426, 1583, 1584, 1701, 1705, 1773, 1774, 1833, 1836, 1838, 1840, 1893, 1926, 2109, 2298, 2382, 2383, 2386, 2388, 2389, 2438, 2526, 2562, 2563, 2608, 2610, 2611, 2812, 2933, 2989, 3180, 3247, 3274, 3309, 3311, 3312, 3313, 3351, 3352, 3354, 3401, 3402, 3416, 3432, 3456, 3460, 3479, 3529, 3553, 3554, 3555, 3556, 3614, 3634, 3635, 3635, 3753, 3754, 3770, 3771, 3772, 3857, 3858, 3859, 3860, 3924, 3926, 3979, 3980, 3983, 4068, 4070, 4110, 4111, 4130, 4215, 4216, 4235, 4237, 4312, 4316, 4425, 4427, 4496, 4497, 4520, 4527, 4529, 4530, 4531, 4542, 4589, 4590, 4591, 4623, 4625, 4626, 4645, 4646, 4665, 4667, 4695, 4884, 4910, 4911, 4912, 4965, 4968, 5095, 5145, 5153, 5169, 5170, 5197, 5216, 5219, 5380, 5437, 5441, 5468, 5469, 5489, 5490, 5696, 5697, 5708, 5709, 5763, 5775, 5817, 5872, 5874, 5876, 5912, 6019, 6020, 6271, 6444, 6455, 6510, 6511, 6513, 6612, 6631, 6633, 6634, 6650, 6675, 6676, 6703, 6704, 6705, 6842, 6843, 6903, 6904, 6906, 7019, 7020, 7238, 7275, 7277, 7278, 7283, 7286, 7299, 7331, 7332, 7411, 7484, 7505, 7507, 7508, 7657, 7659, 7784, 7805, 7806, 7807, 7878, 7880, 7881, 8014, 8017, 8018, 8065, 8225, 8226, 8292, 8299, 8301, 8308, 8310, 8312, 8319, 8369, 8372, 8424, 8456, 8457, 8458, 8573, 8826, 8828, 8829]"
LC209879.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 253, 254, 255, 327, 330, 386, 387, 390, 441, 469, 469, 470, 470, 484, 485, 486, 487, 501, 512, 699, 771, 797, 798, 800, 824, 826, 847, 909, 946, 948, 948, 1037, 1038, 1038, 1039, 1039, 1183, 1186, 1193, 1193, 1194, 1226, 1226, 1427, 1613, 1614, 1986, 1989, 1997, 2142, 2230, 2233, 2283, 2284, 2327, 2330, 2452, 2454, 2455, 2467, 2468, 2469, 2470, 2492, 2529, 2655, 2656, 2665, 2833, 2874, 2950, 3020, 3042, 3068, 3069, 3070, 3091, 3093, 3097, 3098, 3139, 3140, 3141, 3195, 3196, 3260, 3261, 3261, 3265, 3303, 3304, 3458, 3477, 3478, 3479, 3479, 3480, 3507, 3511, 3841, 3954, 3955, 3955, 3959, 4070, 4071, 4260, 4271, 4290, 4312, 4314, 4336, 4337, 4340, 4347, 4364, 4386, 4433, 4434, 4435, 4489, 4490, 4491, 4492, 4509, 4511, 4512, 4645, 4647, 4649, 4935, 4962, 4997, 5013, 5014, 5041, 5123, 5124, 5333, 5334, 5374, 5510, 5511, 5512, 5522, 5523, 5524, 5525, 5540, 5541, 5556, 5561, 5574, 5615, 5625, 5627, 5729, 5730, 5731, 5756, 5854, 5856, 5923, 5925, 6115, 6174, 6273, 6274, 6277, 6354, 6355, 6357, 6425, 6519, 6520, 6521, 6547, 6548, 6549, 6602, 6605, 6717, 6719, 6719, 6721, 6760, 6829, 6830, 6832, 6913, 6914, 6915, 6946, 7082, 7085, 7189, 7190, 7255, 7263, 7268, 7298, 7331, 7332, 7352, 7354, 7355, 7504, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 8095, 8146, 8148, 8155, 8157, 8159, 8219, 8222, 8223, 8257, 8259, 8271, 8435, 8435, 8436, 8437, 8491, 8493, 8495, 8568, 8570, 8572]"
LC209878.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 252, 253, 254, 255, 327, 330, 386, 390, 394, 441, 469, 469, 470, 470, 484, 485, 487, 501, 512, 529, 529, 814, 816, 817, 824, 826, 847, 850, 936, 938, 939, 1037, 1039, 1039, 1041, 1186, 1186, 1193, 1193, 1194, 1427, 1427, 1428, 1428, 1613, 1614, 1969, 1971, 1986, 1997, 2013, 2230, 2233, 2327, 2330, 2331, 2452, 2454, 2455, 2492, 2519, 2654, 2656, 2728, 2731, 2833, 2874, 2926, 2950, 2960, 3020, 3068, 3069, 3070, 3091, 3139, 3140, 3141, 3195, 3196, 3260, 3264, 3265, 3303, 3304, 3306, 3323, 3324, 3395, 3397, 3398, 3458, 3478, 3479, 3479, 3480, 3480, 3507, 3510, 3511, 3575, 3954, 3955, 3955, 3959, 3972, 3974, 4053, 4054, 4070, 4071, 4260, 4271, 4281, 4283, 4312, 4314, 4336, 4337, 4340, 4347, 4431, 4433, 4434, 4489, 4490, 4491, 4492, 4509, 4511, 4754, 4756, 5001, 5013, 5014, 5041, 5041, 5043, 5060, 5063, 5124, 5276, 5277, 5278, 5333, 5334, 5374, 5510, 5511, 5512, 5522, 5523, 5524, 5525, 5540, 5541, 5556, 5561, 5561, 5615, 5622, 5625, 5729, 5730, 5731, 5756, 5854, 5856, 6174, 6273, 6274, 6277, 6354, 6355, 6357, 6425, 6519, 6520, 6521, 6547, 6548, 6549, 6591, 6593, 6594, 6595, 6605, 6717, 6719, 6719, 6721, 6829, 6830, 6832, 6913, 6914, 6946, 6949, 7082, 7085, 7134, 7189, 7190, 7255, 7263, 7268, 7284, 7298, 7331, 7332, 7504, 7506, 7631, 7652, 7653, 7777, 7838, 7840, 7861, 7863, 7864, 7865, 8146, 8148, 8155, 8157, 8159, 8219, 8222, 8223, 8257, 8259, 8271, 8304, 8305, 8433, 8435, 8435, 8437, 8491, 8493, 8495, 8568, 8570, 8572]"
LC209875.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 254, 255, 386, 390, 394, 469, 469, 470, 470, 484, 485, 487, 501, 512, 699, 771, 797, 798, 800, 850, 909, 948, 948, 949, 949, 1037, 1038, 1039, 1183, 1186, 1320, 1323, 1427, 1428, 1610, 1613, 1614, 1680, 1682, 1683, 1986, 1989, 1997, 2142, 2230, 2233, 2283, 2284, 2327, 2330, 2331, 2452, 2454, 2455, 2492, 2504, 2507, 2529, 2656, 2878, 2926, 2950, 3020, 3030, 3032, 3068, 3069, 3070, 3091, 3139, 3140, 3141, 3195, 3196, 3217, 3303, 3304, 3323, 3324, 3458, 3463, 3478, 3479, 3479, 3480, 3480, 3575, 3771, 3777, 3778, 3782, 3822, 3823, 3824, 4070, 4071, 4143, 4271, 4281, 4283, 4312, 4314, 4336, 4337, 4340, 4341, 4353, 4356, 4386, 4433, 4434, 4435, 4511, 4962, 4997, 5041, 5041, 5043, 5060, 5061, 5063, 5123, 5124, 5224, 5334, 5510, 5511, 5512, 5522, 5523, 5524, 5525, 5540, 5541, 5556, 5561, 5567, 5615, 5625, 5627, 5729, 5730, 5731, 5756, 5766, 5767, 5854, 5856, 5863, 5923, 5925, 6115, 6174, 6425, 6547, 6548, 6549, 6563, 6564, 6605, 6717, 6719, 6719, 6721, 6760, 6819, 6821, 6822, 6829, 6832, 6913, 6914, 6915, 6946, 6949, 7082, 7085, 7160, 7161, 7163, 7189, 7190, 7194, 7196, 7268, 7298, 7331, 7332, 7352, 7354, 7355, 7584, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 8095, 8146, 8148, 8155, 8157, 8159, 8166, 8219, 8222, 8223, 8257, 8259, 8271, 8297, 8304, 8373, 8374, 8375, 8377, 8433, 8435, 8435, 8437, 8437, 8491, 8493, 8495]"
LC209872.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 254, 255, 327, 330, 386, 390, 394, 441, 469, 469, 470, 470, 484, 485, 487, 501, 512, 814, 816, 817, 824, 826, 847, 936, 938, 948, 948, 949, 949, 1037, 1038, 1038, 1039, 1039, 1183, 1186, 1193, 1193, 1194, 1266, 1427, 1427, 1428, 1428, 1613, 1614, 1986, 1989, 1997, 2142, 2230, 2233, 2283, 2284, 2327, 2330, 2331, 2452, 2454, 2455, 2467, 2468, 2469, 2470, 2492, 2504, 2507, 2519, 2529, 2656, 2874, 2926, 2950, 2960, 3009, 3011, 3020, 3068, 3069, 3070, 3072, 3091, 3139, 3140, 3141, 3153, 3155, 3156, 3157, 3195, 3196, 3303, 3304, 3458, 3477, 3478, 3479, 3479, 3480, 3575, 3841, 3954, 3955, 3955, 3959, 3972, 3974, 4070, 4071, 4260, 4271, 4281, 4283, 4312, 4314, 4336, 4337, 4340, 4347, 4386, 4433, 4434, 4435, 4509, 4511, 4512, 4554, 4645, 4647, 4649, 4935, 4962, 4997, 5013, 5014, 5041, 5041, 5043, 5060, 5063, 5123, 5124, 5158, 5160, 5194, 5197, 5333, 5374, 5438, 5510, 5511, 5512, 5522, 5522, 5523, 5524, 5540, 5541, 5556, 5557, 5557, 5561, 5561, 5615, 5625, 5627, 5729, 5730, 5731, 5756, 5854, 5856, 5871, 5923, 6115, 6174, 6274, 6277, 6354, 6355, 6357, 6425, 6519, 6520, 6547, 6548, 6563, 6564, 6719, 6719, 6720, 6721, 6760, 6829, 6830, 6832, 6913, 6914, 6946, 7082, 7085, 7143, 7146, 7189, 7190, 7255, 7263, 7268, 7331, 7332, 7504, 7506, 7584, 7623, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 8146, 8148, 8155, 8157, 8159, 8166, 8219, 8222, 8223, 8257, 8259, 8271, 8304, 8305, 8433, 8435, 8435, 8437, 8491, 8493, 8495, 8568, 8570, 8572]"
KY348757.1,"[42, 210, 346, 348, 349, 356, 358, 359, 360, 406, 409, 462, 463, 477, 479, 501, 502, 633, 637, 641, 688, 716, 716, 717, 717, 731, 732, 733, 734, 748, 759, 775, 776, 776, 852, 853, 946, 1044, 1047, 1072, 1074, 1079, 1097, 1156, 1177, 1179, 1180, 1228, 1433, 1433, 1456, 1458, 1513, 1515, 1516, 1517, 1674, 1796, 1797, 1800, 1835, 1836, 1837, 1860, 1861, 1981, 1984, 2002, 2003, 2004, 2095, 2200, 2216, 2218, 2343, 2344, 2522, 2531, 2564, 2566, 2577, 2578, 2579, 2589, 2617, 2699, 2702, 2714, 2715, 2716, 2717, 2754, 2853, 2856, 2888, 2889, 2890, 2891, 2892, 2902, 2903, 3121, 3207, 3213, 3364, 3400, 3402, 3404, 3442, 3443, 3445, 3523, 3550, 3551, 3570, 3580, 3581, 3582, 3584, 3725, 3726, 3726, 3730, 3839, 3844, 3969, 4159, 4161, 4161, 4201, 4202, 4300, 4307, 4326, 4328, 4537, 4538, 4559, 4561, 4587, 4591, 4600, 4603, 4756, 4758, 4759, 4861, 5001, 5002, 5053, 5054, 5055, 5056, 5102, 5103, 5105, 5186, 5244, 5299, 5307, 5310, 5370, 5371, 5471, 5488, 5492, 5532, 5631, 5636, 5656, 5657, 5658, 5683, 5685, 5787, 5803, 5854, 5878, 5908, 5963, 5965, 5967, 5976, 5977, 5978, 5978, 6003, 6261, 6262, 6295, 6299, 6473, 6518, 6519, 6520, 6535, 6538, 6554, 6554, 6601, 6602, 6604, 6672, 6725, 6741, 6742, 6761, 6847, 6849, 6964, 6966, 6966, 6968, 7007, 7030, 7031, 7160, 7161, 7162, 7162, 7246, 7247, 7250, 7329, 7332, 7372, 7374, 7426, 7428, 7437, 7447, 7502, 7539, 7540, 7589, 7733, 7748, 7828, 7829, 7867, 7896, 7897, 8105, 8108, 8109, 8154, 8156, 8316, 8317, 8390, 8399, 8401, 8403, 8515, 8548, 8549, 8664, 8665, 8812, 8814, 9136, 9139]"
LC209870.1,"[99, 101, 102, 109, 111, 112, 113, 130, 131, 162, 196, 215, 216, 230, 232, 253, 254, 255, 386, 390, 394, 441, 468, 469, 469, 470, 470, 484, 485, 487, 508, 512, 699, 814, 816, 817, 824, 826, 847, 938, 939, 1002, 1003, 1005, 1006, 1186, 1186, 1215, 1217, 1218, 1247, 1617, 1989, 1997, 2013, 2283, 2284, 2317, 2319, 2330, 2332, 2452, 2454, 2455, 2467, 2468, 2469, 2470, 2492, 2507, 2656, 2874, 2926, 3011, 3042, 3068, 3069, 3070, 3072, 3088, 3091, 3091, 3093, 3195, 3196, 3260, 3261, 3303, 3304, 3458, 3478, 3479, 3479, 3480, 3480, 3575, 3823, 3824, 3825, 3827, 3955, 3955, 3959, 4012, 4014, 4016, 4070, 4071, 4260, 4283, 4290, 4312, 4314, 4336, 4337, 4340, 4347, 4364, 4386, 4433, 4434, 4435, 4489, 4490, 4491, 4492, 4509, 4511, 4645, 4647, 4649, 4754, 4755, 4756, 4939, 4997, 5013, 5014, 5041, 5041, 5043, 5060, 5063, 5123, 5124, 5124, 5193, 5194, 5197, 5281, 5285, 5285, 5333, 5334, 5438, 5522, 5523, 5524, 5525, 5540, 5541, 5561, 5615, 5625, 5627, 5756, 5854, 5856, 5923, 5925, 6174, 6274, 6277, 6354, 6355, 6357, 6425, 6519, 6520, 6521, 6547, 6548, 6602, 6717, 6719, 6719, 6721, 6760, 6829, 6830, 6832, 6913, 6914, 6915, 6949, 7082, 7085, 7189, 7190, 7268, 7298, 7331, 7332, 7352, 7353, 7354, 7355, 7504, 7584, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 8095, 8146, 8148, 8155, 8157, 8159, 8219, 8222, 8223, 8257, 8259, 8271, 8424, 8435, 8436, 8437, 8568, 8570]"
LC209869.1,"[99, 101, 102, 109, 111, 112, 113, 129, 130, 131, 162, 196, 215, 216, 230, 232, 252, 253, 254, 255, 327, 330, 386, 390, 394, 441, 469, 469, 470, 470, 484, 485, 487, 501, 512, 529, 529, 615, 619, 699, 797, 798, 800, 824, 826, 847, 936, 938, 939, 1037, 1039, 1039, 1186, 1186, 1193, 1266, 1438, 1439, 1617, 1969, 1971, 1989, 1997, 2013, 2142, 2230, 2233, 2317, 2319, 2330, 2492, 2504, 2507, 2529, 2656, 2728, 2731, 2833, 2835, 2874, 2926, 2950, 3009, 3011, 3042, 3068, 3069, 3070, 3072, 3091, 3093, 3139, 3140, 3141, 3196, 3303, 3304, 3458, 3478, 3479, 3479, 3480, 3480, 3575, 3823, 3824, 3827, 3954, 3955, 3955, 3959, 3972, 3974, 4070, 4260, 4271, 4290, 4312, 4314, 4336, 4337, 4340, 4341, 4386, 4433, 4434, 4435, 4486, 4489, 4490, 4509, 4511, 4645, 4647, 4649, 4754, 4755, 4756, 4935, 4962, 4997, 5013, 5014, 5041, 5041, 5043, 5060, 5063, 5194, 5197, 5295, 5297, 5333, 5334, 5374, 5438, 5522, 5523, 5524, 5525, 5540, 5541, 5561, 5615, 5625, 5627, 5661, 5729, 5730, 5731, 5756, 5854, 5856, 5863, 5923, 5925, 6174, 6273, 6274, 6277, 6354, 6355, 6357, 6425, 6519, 6520, 6547, 6548, 6594, 6595, 6597, 6717, 6719, 6760, 6783, 6918, 7082, 7085, 7137, 7139, 7189, 7190, 7194, 7196, 7255, 7263, 7331, 7352, 7353, 7354, 7355, 7504, 7584, 7631, 7652, 7653, 7838, 7839, 7840, 7861, 7863, 7864, 7865, 8095, 8146, 8148, 8155, 8157, 8159, 8166, 8219, 8222, 8223, 8257, 8259, 8271, 8304, 8305, 8418, 8420, 8433, 8435, 8568, 8570]"
